,params,rank_test_accuracy,mean_test_accuracy,rank_test_balanced_accuracy,mean_test_balanced_accuracy,rank_test_f1,mean_test_f1,rank_test_roc_auc,mean_test_roc_auc,rank_test_f1_weighted,mean_test_f1_weighted,rank_test_precision,mean_test_precision,rank_test_recall,mean_test_recall
83,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",28,0.604925344219847,28,0.6042233800798442,28,0.6322103245819694,34,0.646177857476401,31,0.6029663245475536,28,0.596867264608302,91,0.6722647519050773
84,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",37,0.6021869654787892,37,0.6016478124159914,106,0.6223196093766904,28,0.6467777586092398,37,0.6012299593076242,16,0.5980297832483361,112,0.6487683317964923
85,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",37,0.6021869654787892,37,0.6016478124159914,106,0.6223196093766904,28,0.6467777586092398,37,0.6012299593076242,16,0.5980297832483361,112,0.6487683317964923
86,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",37,0.6021869654787892,37,0.6016478124159914,106,0.6223196093766904,28,0.6467777586092398,37,0.6012299593076242,16,0.5980297832483361,112,0.6487683317964923
87,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",22,0.6057190934520266,22,0.6050301257552976,25,0.6323607577123506,25,0.6469841910718793,22,0.6038913770077117,19,0.5979373311737164,94,0.671158672613239
88,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",22,0.6057190934520266,22,0.6050301257552976,25,0.6323607577123506,25,0.6469841910718793,22,0.6038913770077117,19,0.5979373311737164,94,0.671158672613239
89,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",22,0.6057190934520266,22,0.6050301257552976,25,0.6323607577123506,25,0.6469841910718793,22,0.6038913770077117,19,0.5979373311737164,94,0.671158672613239
90,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",55,0.587919107942178,55,0.5874714916603517,118,0.607550675228324,58,0.6221712195360297,55,0.58708008009844,52,0.5856853746979631,118,0.6312180857161287
91,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",55,0.587919107942178,55,0.5874714916603517,118,0.607550675228324,58,0.6221712195360297,55,0.58708008009844,52,0.5856853746979631,118,0.6312180857161287
92,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",55,0.587919107942178,55,0.5874714916603517,118,0.607550675228324,58,0.6221712195360297,55,0.58708008009844,52,0.5856853746979631,118,0.6312180857161287
93,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",58,0.5871849218949339,58,0.5862961547058614,109,0.6214780689270591,55,0.6267011506929847,58,0.5841373551206056,58,0.5791017123173965,97,0.6706521531574797
94,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",58,0.5871849218949339,58,0.5862961547058614,109,0.6214780689270591,55,0.6267011506929847,58,0.5841373551206056,58,0.5791017123173965,97,0.6706521531574797
95,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",58,0.5871849218949339,58,0.5862961547058614,109,0.6214780689270591,55,0.6267011506929847,58,0.5841373551206056,58,0.5791017123173965,97,0.6706521531574797
96,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",46,0.5987339230194955,46,0.5979606247072521,58,0.6278189458554636,46,0.6401665522077943,46,0.596510763328293,49,0.5908515493012765,100,0.6699422147381378
97,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",46,0.5987339230194955,46,0.5979606247072521,58,0.6278189458554636,46,0.6401665522077943,46,0.596510763328293,49,0.5908515493012765,100,0.6699422147381378
98,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",46,0.5987339230194955,46,0.5979606247072521,58,0.6278189458554636,46,0.6401665522077943,46,0.596510763328293,49,0.5908515493012765,100,0.6699422147381378
99,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",16,0.6071874340461857,16,0.6063081065151268,13,0.6403402670554624,19,0.6488861027990549,16,0.6041290421281696,34,0.5959694928675348,16,0.6921056023338286
100,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",16,0.6071874340461857,16,0.6063081065151268,13,0.6403402670554624,19,0.6488861027990549,16,0.6041290421281696,34,0.5959694928675348,16,0.6921056023338286
101,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",16,0.6071874340461857,16,0.6063081065151268,13,0.6403402670554624,19,0.6488861027990549,16,0.6041290421281696,34,0.5959694928675348,16,0.6921056023338286
102,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",19,0.6066121435344,19,0.6057358581870845,19,0.6382951809824782,16,0.6509735720237217,19,0.6039128002559567,31,0.5961452957598545,40,0.6869296791583759
103,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",19,0.6066121435344,19,0.6057358581870845,19,0.6382951809824782,16,0.6509735720237217,19,0.6039128002559567,31,0.5961452957598545,40,0.6869296791583759
104,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",19,0.6066121435344,19,0.6057358581870845,19,0.6382951809824782,16,0.6509735720237217,19,0.6039128002559567,31,0.5961452957598545,40,0.6869296791583759
105,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",13,0.6088542660895806,13,0.6080376043096011,16,0.6402738323540093,13,0.651209245635591,13,0.6061508704222665,13,0.5982446639654103,37,0.6888815736868501
106,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",13,0.6088542660895806,13,0.6080376043096011,16,0.6402738323540093,13,0.651209245635591,13,0.6061508704222665,13,0.5982446639654103,37,0.6888815736868501
107,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",13,0.6088542660895806,13,0.6080376043096011,16,0.6402738323540093,13,0.651209245635591,13,0.6061508704222665,13,0.5982446639654103,37,0.6888815736868501
108,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",1,0.613279487458144,1,0.6124496514388583,1,0.64363945234205,1,0.659343365752719,1,0.6107419784789783,1,0.6023873184134739,25,0.6911338452564095
109,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",1,0.613279487458144,1,0.6124496514388583,1,0.64363945234205,1,0.659343365752719,1,0.6107419784789783,1,0.6023873184134739,25,0.6911338452564095
110,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",1,0.613279487458144,1,0.6124496514388583,1,0.64363945234205,1,0.659343365752719,1,0.6107419784789783,1,0.6023873184134739,25,0.6911338452564095
111,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",10,0.6112555007449828,10,0.6104150545734824,7,0.6408488080289526,10,0.6571317666455092,10,0.608875269711065,10,0.6009332465786932,46,0.686585070539757
112,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",10,0.6112555007449828,10,0.6104150545734824,7,0.6408488080289526,10,0.6571317666455092,10,0.608875269711065,10,0.6009332465786932,46,0.686585070539757
113,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",10,0.6112555007449828,10,0.6104150545734824,7,0.6408488080289526,10,0.6571317666455092,10,0.608875269711065,10,0.6009332465786932,46,0.686585070539757
114,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",4,0.6119499491269684,4,0.6111596810456219,4,0.6410508487793207,4,0.6586487037240609,4,0.6096578160914014,4,0.6018693426540876,49,0.6858656422010486
115,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",4,0.6119499491269684,4,0.6111596810456219,4,0.6410508487793207,4,0.6586487037240609,4,0.6096578160914014,4,0.6018693426540876,49,0.6858656422010486
116,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",4,0.6119499491269684,4,0.6111596810456219,4,0.6410508487793207,4,0.6586487037240609,4,0.6096578160914014,4,0.6018693426540876,49,0.6858656422010486
117,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",7,0.6117514970531444,7,0.611011084472306,10,0.6407479752848646,7,0.6581074366967866,7,0.6095148417123034,7,0.6018636220893738,55,0.6851576567311792
118,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",7,0.6117514970531444,7,0.611011084472306,10,0.6407479752848646,7,0.6581074366967866,7,0.6095148417123034,7,0.6018636220893738,55,0.6851576567311792
119,"{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",7,0.6117514970531444,7,0.611011084472306,10,0.6407479752848646,7,0.6581074366967866,7,0.6095148417123034,7,0.6018636220893738,55,0.6851576567311792
